Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
Part 2 Works On Phyllis Webb; Selected book reviews; Selected Poems: The Vision Tree,"Frey, Cecelia",Part 2: Works On Phyllis Webb,,0920802931; 0920802958,,6,,443,3,ABCMA06PWP2000006006004007,,"Toronto, Ontario : ECW Press",,"WEBB, Phyllis; WEBB, Phyllis -- Criticism & interpretation -- Bibliography; SELECTED poems: The vision tree. (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA06PWP2000006006004007&site=ehost-live&scope=site
Part 2 Works On Phyllis Webb; Selected book reviews; Sunday Water: Thirteen Anti-Ghazals,"Frey, Cecelia",Part 2: Works On Phyllis Webb,,0920802931; 0920802958,,6,,445,1,ABCMA06PWP2000006006004008,,"Toronto, Ontario : ECW Press",,"WEBB, Phyllis; WEBB, Phyllis -- Criticism & interpretation -- Bibliography; SELECTED book reviews; Sunday water: Thirteen anti-ghazals (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA06PWP2000006006004008&site=ehost-live&scope=site
Part 2 Works On Phyllis Webb; Selected book reviews; Talking,"Frey, Cecelia",Part 2: Works On Phyllis Webb,,0920802931; 0920802958,,6,,445,2,ABCMA06PWP2000006006004009,,"Toronto, Ontario : ECW Press",,"WEBB, Phyllis; WEBB, Phyllis -- Criticism & interpretation -- Bibliography; TALKING (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA06PWP2000006006004009&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Poetry","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,117,3,ABCMA07AHP1000007002001001,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001001&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Novels","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,119,2,ABCMA07AHP1000007002001002,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001002&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Novellas and short stories","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,120,2,ABCMA07AHP1000007002001003,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001003&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Drama","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,121,1,ABCMA07AHP1000007002001004,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001004&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Literary criticism","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,121,1,ABCMA07AHP1000007002001005,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001005&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Film scenarios and collaborations","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,121,2,ABCMA07AHP1000007002001006,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001006&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Audio-visual material","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,122,4,ABCMA07AHP1000007002001007,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001007&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Radio work","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,125,1,ABCMA07AHP1000007002001008,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001008&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Books (poetry, novels, novellas and short stories, drama, and literary criticism), film scenarios and collaborations, audio-visual material, radio work, and manuscripts; Manuscripts","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,125,2,ABCMA07AHP1000007002001009,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002001009&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Poems","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,126,8,ABCMA07AHP1000007002002001,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002001&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Short stories","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,133,2,ABCMA07AHP1000007002002002,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002002&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Excerpts and serials","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,134,3,ABCMA07AHP1000007002002003,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002003&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Reprinted anthology contributions: A selection","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,136,6,ABCMA07AHP1000007002002004,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002004&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Plays","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,141,1,ABCMA07AHP1000007002002005,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002005&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Essays","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,141,2,ABCMA07AHP1000007002002006,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002006&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Children's stories and plays","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,142,1,ABCMA07AHP1000007002002007,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002007&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Journalism","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,142,2,ABCMA07AHP1000007002002008,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002008&site=ehost-live&scope=site
"Part 1 Works by Anne Hébert; Contributions to periodicals and books (poems, short stories, excerpts and serials, reprinted anthology contributions: A selection, plays, essays, children's stories and plays, and journalism) and audio-visual material; Audio-visual material","Russell, D.W.",Part 1: Works By Anne Hebert,,0920763111; 092076312X,,7,,143,3,ABCMA07AHP1000007002002009,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP1000007002002009&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Books, articles and sections of books, theses and dissertations, interviews and profiles, adaptation, miscellaneous, and awards and honours; Books","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,145,6,ABCMA07AHP2000007002003001,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002003001&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Books, articles and sections of books, theses and dissertations, interviews and profiles, adaptation, miscellaneous, and awards and honours; Articles and sections of books","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,150,66,ABCMA07AHP2000007002003002,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002003002&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Books, articles and sections of books, theses and dissertations, interviews and profiles, adaptation, miscellaneous, and awards and honours; Theses and dissertations","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,215,10,ABCMA07AHP2000007002003003,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002003003&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Books, articles and sections of books, theses and dissertations, interviews and profiles, adaptation, miscellaneous, and awards and honours; Interviews and profiles","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,224,8,ABCMA07AHP2000007002003004,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002003004&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Books, articles and sections of books, theses and dissertations, interviews and profiles, adaptation, miscellaneous, and awards and honours; Adaptation","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,231,1,ABCMA07AHP2000007002003005,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002003005&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Books, articles and sections of books, theses and dissertations, interviews and profiles, adaptation, miscellaneous, and awards and honours; Miscellaneous","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,231,2,ABCMA07AHP2000007002003006,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002003006&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Books, articles and sections of books, theses and dissertations, interviews and profiles, adaptation, miscellaneous, and awards and honours; Awards and honours","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,232,1,ABCMA07AHP2000007002003007,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002003007&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Les Songes en équilibre","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,233,2,ABCMA07AHP2000007002004001,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LES songes en équilibre (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004001&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Le Tombeau des rois","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,234,2,ABCMA07AHP2000007002004002,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LE tombeau des rois (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004002&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Poèmes","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,236,3,ABCMA07AHP2000007002004003,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; PO&EGRAVE;MES (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004003&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Les Chambres de bois","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,238,2,ABCMA07AHP2000007002004004,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LES chambres de bois (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004004&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Kamouraska","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,239,6,ABCMA07AHP2000007002004005,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; KAMOURASKA (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004005&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Les Enfants du sabbat","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,244,5,ABCMA07AHP2000007002004006,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LES enfants du sabbat (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004006&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Héloïse","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,248,4,ABCMA07AHP2000007002004007,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; HéLO&IUML;SE (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004007&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Les Fous de Bassan","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,251,6,ABCMA07AHP2000007002004008,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LES fous de bassan (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004008&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Le Torrent","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,256,4,ABCMA07AHP2000007002004009,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LE torrent (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004009&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Le Temps sauvage. La Mercière assassinèe. Les Invités au procès","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,259,1,ABCMA07AHP2000007002004010,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LE temps sauvage. La mercière assassinèe. Les invités au procès (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004010&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected book reviews; Dialogue sur la traduction: à propos du 'Tombeau des rois","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,259,2,ABCMA07AHP2000007002004011,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; DIALOGUE sur la traduction: à propos du ""Tombeau des rois"" (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004011&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected play and film reviews; Le Temps sauvage","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,260,1,ABCMA07AHP2000007002004012,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LE temps sauvage (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004012&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected play and film reviews; Kamouraska","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,260,3,ABCMA07AHP2000007002004013,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; KAMOURASKA (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004013&site=ehost-live&scope=site
"Part 2 Works on Anne Hébert; Selected book reviews, selected play and film reviews, selected play-script reviews, and selected television-play reviews; Selected play-script reviews; Le Temps sauvage (B146)","Russell, D.W.",Part 2: Works On Anne Hebert,,0920763111; 092076312X,,7,,262,1,ABCMA07AHP2000007002004014,,"Toronto, Ontario : ECW Press",,"HEBERT, Anne; HEBERT, Anne -- Criticism & interpretation -- Bibliography; LE temps sauvage (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07AHP2000007002004014&site=ehost-live&scope=site
"Part 1 Works by Marian Engel (nee: Passmore); Books (novels, short stories, children's books, criticism, and miscellaneous), editorial work, audio-visual material, and manuscripts; Novels","Wengle, Annette",Part 1: Works By Marian Engel (nee: Passmore),,0920763111; 092076312X,,7,,13,2,ABCMA07MEP1000007001001001,,"Toronto, Ontario : ECW Press",,"ENGEL, Marian; ENGEL, Marian -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA07MEP1000007001001001&site=ehost-live&scope=site
